entity_term,entity_name
Signet-ring cell adenocarcinoma of colon,adverse
Adenocarcinoma of sigmoid colon,adverse
Adenocarcinoma of colon metastatic,adverse
Adenocarcinoma of the cervix,adverse
Cervical adenocarcinoma,adverse
Adenoid vegetations,adverse
Adenoidal hypertrophy,adverse
Hypertrophy of adenoids alone,adverse
Adenoma,adverse
Adenoma benign,adverse
Adenoma benign NOS,adverse
Adenoma NOS,adverse
Fibroadenoma,adverse
Adenofibroma,adverse
Adenopathy due to secondary syphilis,adverse
Adenopathy syphilitic,adverse
Adenosquamous carcinoma of the cervix,adverse
Cervical adenosquamous carcinoma,adverse
Adenosquamous cell lung cancer,adverse
Adenosquamous cell lung cancer NOS,adverse
Adenosquamous cell lung cancer stage unspecified,adverse
Adenosquamous cell lung cancer recurrent,adverse
Adenosquamous cell lung cancer stage 0,adverse
Adenosquamous cell lung cancer stage I,adverse
Adenosquamous cell lung cancer stage II,adverse
Adenosquamous cell lung cancer stage III,adverse
Adenosquamous cell lung cancer stage IIIA,adverse
Adenosquamous cell lung cancer stage IIIB,adverse
Adenosquamous cell lung cancer stage IV,adverse
Adenoviral conjunctivitis,adverse
Epidemic keratoconjunctivitis,adverse
Other adenoviral conjunctivitis,adverse
Pharyngoconjunctival fever,adverse
Adenoviral upper respiratory infection,adverse
Adiposis dolorosa,adverse
Dercum's disease,adverse
Adjustment disorder with anxiety,adverse
Adjustment reaction with anxious mood,adverse
Adjustment disorder with depressed mood,adverse
Adjustment reaction with brief depressive reaction,adverse
Adjustment reaction with prolonged depressive reaction,adverse
Brief depressive reaction,adverse
Depressed reaction,adverse
Depression reactive,adverse
Depressive reaction,adverse
Reactive depression,adverse
Situational depression,adverse
Adjustment disorder with disturbance of conduct,adverse
Adjustment reaction with predominant disturbance of conduct,adverse
Administration site reaction,adverse
Adenoma adrenal,adverse
Adrenal adenoma,adverse
Aldosteronoma,adverse
Adrenal atrophy,adverse
Adrenal cortex atrophy,adverse
Atrophy adrenal,adverse
Atrophy adrenal cortex,adverse
Adrenal cortex dysplasia,adverse
Dysplasia adrenal cortex,adverse
Adrenal cortex necrosis,adverse
Adrenal cortical necrosis,adverse
Necrosis adrenal,adverse
Necrosis adrenal cortex,adverse
Adrenal cortex dysfunction,adverse
Adrenal cortical dysfunction,adverse
Adrenal disorder,adverse
Adrenal disorder NOS,adverse
Disorder adrenal (NOS),adverse
Disorders of adrenal glands,adverse
Dysfunction adrenal,adverse
Other specified disorders of adrenal glands,adverse
Unspecified disorder of adrenal glands,adverse
Unspecified disorders of adrenal glands,adverse
Adrenal gland injury,adverse
Adrenal gland tuberculosis,adverse
Tuberculosis of adrenal glands,adverse
"Tuberculosis of adrenal glands, confirmed histologically",adverse
"Tuberculosis of adrenal glands, unspecified examination",adverse
Adrenal glomerular protoplasm enclosure,adverse
Adrenal glomerular zone abnormal,adverse
Adrenal haemorrhage,adverse
Adrenal haemorrhage of fetus or newborn,adverse
Adrenal hemorrhage,adverse
Adrenal hemorrhage of fetus or newborn,adverse
Hemorrhage adrenal,adverse
Haemorrhage adrenal,adverse
Adrenal bleeding,adverse
Adrenal cortex hypofunction,adverse
Adrenal cortex insufficiency,adverse
Adrenal cortex insuffiency,adverse
Adrenal cortical hypofunction,adverse
Adrenal cortical insufficiency,adverse
Adrenal hypofunction,adverse
Adrenal insufficiency,adverse
Adrenal insufficiency NOS,adverse
Corticoadrenal insufficiency,adverse
Hypoadrenalism,adverse
Hypofunction adrenal,adverse
Insufficiency adrenal,adverse
Insufficiency adrenal cortex,adverse
Other adrenal hypofunction,adverse
Hypoadrenocorticism,adverse
Adrenal insufficiency neonatal,adverse
Adrenal medulla hyperfunction,adverse
Medulloadrenal hyperfunction,adverse
Adrenal suppression,adverse
Supression adrenal,adverse
Adrenergic syndrome,adverse
Adrenocortical carcinoma,adverse
Anaplastic adrenocortical carcinoma,adverse
Differentiated adrenocortical carcinoma,adverse
Addisonian crisis,adverse
Adrenal crisis,adverse
Adrenal storm,adverse
Adrenocortical insufficiency acute,adverse
Crisis addisonian,adverse
Crisis adrenal,adverse
Adrenocortical insufficiency neonatal,adverse
Adrenolytic syndrome,adverse
Adult T-cell leukemia-lymphoma,adverse
Adult T-cell lymphoma/leukaemia,adverse
Adult T-cell lymphoma/leukaemia NOS,adverse
Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification),adverse
T-immunoblastic sarcoma (Adult T-cell lymphoma/leukaemia) (Lukes-Collins Classification),adverse
Adult T-cell lymphoma/leukemia,adverse
T-immunoblastic sarcoma (Adult T-cell lymphoma/leukemia) (Lukes-Collins Classification),adverse
Adult T-cell lymphoma/leukaemia recurrent,adverse
Adult T-cell lymphoma/leukemia recurrent,adverse
Adult T-cell lymphoma/leukaemia refractory,adverse
Adult T-cell lymphoma/leukemia refractory,adverse
Adult T-cell lymphoma/leukaemia stage I,adverse
Adult T-cell lymphoma/leukemia stage I,adverse
Adult T-cell lymphoma/leukaemia stage II,adverse
Adult T-cell lymphoma/leukemia stage II,adverse
Adult T-cell lymphoma/leukaemia stage III,adverse
Adult T-cell lymphoma/leukemia stage III,adverse
Adult T-cell lymphoma/leukaemia stage IV,adverse
Adult T-cell lymphoma/leukemia stage IV,adverse
Advanced sleep phase,adverse
Aesthesioneuroblastoma,adverse
Esthesioneuroblastoma,adverse
Nasal cavity esthesioneuroblastoma,adverse
Paranasal sinus esthesioneuroblastoma,adverse
Affecive disorder NOS,adverse
Affective disorder,adverse
Affective disorder NOS,adverse
Affective disorders NOS,adverse
Affective personality disorder,adverse
"Affective personality disorder, unspecified",adverse
Affective psychoses,adverse
"Affective psychoses, other",adverse
Affective psychosis,adverse
"Affective psychosis, unspecified",adverse
Chronic hypomanic personality disorder,adverse
Cycloid personality,adverse
Cyclothymic personality disorder,adverse
Drug-induced organic affective syndrome,adverse
Mood disorder NOS,adverse
Other affective psychoses,adverse
Other and unspecified affective psychoses,adverse
Other specified affective psychoses,adverse
Psychosis affective,adverse
Unspecified affective psychosis,adverse
Mood disorder,adverse
African trypanosomiasis,adverse
"African trypanosomiasis, unspecified",adverse
Gambian trypanosomiasis,adverse
Rhodesian trypanosomiasis,adverse
Sleeping sickness,adverse
T.gambiense,adverse
T.rhodesiense,adverse
Ageusia,adverse
Loss of taste,adverse
Taste absent,adverse
Taste loss,adverse
Aggression,adverse
Aggression aggravated,adverse
Aggressive behaviour,adverse
Aggressive childhood behaviour,adverse
Aggressive reaction,adverse
Aggressiveness,adverse
Altercation,adverse
Challenging atitude,adverse
Challenging attitude,adverse
Childhood aggression,adverse
Combative reaction,adverse
Impulsive aggression,adverse
Quarrelsomeness,adverse
Reaction combative,adverse
Sexual aggression,adverse
Temper tantrum,adverse
"Undersocialized conduct disorder, aggressive type",adverse
"Undersocialized conduct disorder, aggressive type, mild degree",adverse
"Undersocialized conduct disorder, aggressive type, moderate degree",adverse
"Undersocialized conduct disorder, aggressive type, severe degree",adverse
"Undersocialized conduct disorder, aggressive type, unspecified degree",adverse
Violence,adverse
Violent,adverse
Violent behaviour,adverse
Violent behavior,adverse
Abusive behavior,adverse
Abusive behaviour,adverse
Aggressive behavior,adverse
Aggressive childhood behavior,adverse
Argumentativeness,adverse
Physical aggression,adverse
Verbal aggression,adverse
Agitated depression,adverse
Depression agitated,adverse
Agitated,adverse
Agitation,adverse
Agitation aggravated,adverse
Agitation mental,adverse
Awaking excitability,adverse
Discomposure marked,adverse
Excitability,adverse
Excitable,adverse
Excitation,adverse
Excitement,adverse
Excitement abnormal,adverse
Excitement excessive,adverse
Frenzy,adverse
Hyperexcitability,adverse
Hyperexcitability extreme,adverse
Hyperexcitation,adverse
Increased agitation,adverse
Marked discomposure,adverse
Nocturnal agitation,adverse
Agitation neonatal,adverse
Hyperexcitability neonatal,adverse
Jittery baby,adverse
Aglossia,adverse
Agoraphobia,adverse
Agoraphobia without a history of panic disorder,adverse
Agoraphobia without mention of panic attacks,adverse
Agranulocytic angina,adverse
Agranulocytosis,adverse
Angina agranulocytic,adverse
Neutropenia malignant,adverse
Acute agranulocytosis,adverse
Agraphia,adverse
"Acquired immunodeficiency syndrome-related complex, unspecified",adverse
AIDS related complex,adverse
Ainhum,adverse
Air embolism,adverse
Obstetrical air embolism,adverse
"Obstetrical air embolism, antepartum condition or complication",adverse
"Obstetrical air embolism, postpartum condition or complication",adverse
Gas embolism,adverse
Air-borne transmission,adverse
Acathesia,adverse
Akathisia,adverse
Motor restlessness,adverse
Motor unrest compulsive,adverse
Akathisia aggravated,adverse
Acathisia,adverse
Akinesia,adverse
Alanine aminotransferase abnormal,adverse
Alanine aminotransferase abnormal NOS,adverse
GPT abnormal,adverse
Alanine aminotransferase decreased,adverse
ALT decreased,adverse
ALT low,adverse
Alanine aminotransferase increase,adverse
Alanine aminotransferase increased,adverse
ALT increased,adverse
Glutamic-pyruvate transaminase increased,adverse
Glutamic-pyruvic transam incr,adverse
Glutamic-pyruvic transaminase increased,adverse
GPT inc,adverse
GPT increased,adverse
GPT increased transient,adverse
Serum glutamic-pyruvic ta incr,adverse
Serum glutamic-pyruvic transaminase increased,adverse
SGPT increased,adverse
Transaminase glutamic-pyruvic increased,adverse
Serum glutamic-pyruvic ta increased,adverse
ALT flare up,adverse
ALT high,adverse
Albinism,adverse
AG ratio abnormal,adverse
Albumin globulin ratio abnormal,adverse
Albumin globulin ratio abnormal NOS,adverse
Albumin-globulin ratio abnormal,adverse
Albumin globulin ratio decreased,adverse
Albumin globulin ratio low,adverse
Albumin globulin ratio high,adverse
Albumin globulin ratio increased,adverse
Albuminuria,adverse
Albumin urine absent,adverse
Urine microalbumin absent,adverse
Albumin urine high,adverse
Albumin urine increased,adverse
Albumin urine present,adverse
Urine microalbumin present,adverse
Alcohol abuse,adverse
Alcohol abuse chronic,adverse
"Alcohol abuse, continuous drinking behavior",adverse
"Alcohol abuse, episodic drinking behavior",adverse
"Alcohol abuse, in remission",adverse
"Alcohol abuse, unspecified drinking behavior",adverse
Nondependent abuse of alcohol,adverse
"Alcohol abuse, continuous drinking behaviour",adverse
"Alcohol abuse, episodic drinking behaviour",adverse
"Alcohol abuse, unspecified drinking behaviour",adverse
Alcohol induced persisting dementia,adverse
Alcoholic brain damage,adverse
Other alcoholic dementia,adverse
Alcohol interaction,adverse
Drug - alcohol interaction,adverse
Interaction with alcohol,adverse
Alcohol intolerance,adverse
Alcohol tolerance lowered,adverse
Disulfiram like reaction,adverse
Intolerance alcoholic,adverse
Antabus effect,adverse
Antabuse effect,adverse
Alcohol-induced flushing,adverse
Drug-induced alcohol intolerance,adverse
Acute alcoholic intoxication,adverse
"Acute alcoholic intoxication in alcoholism, in remission",adverse
Alcohol intoxication,adverse
Alcohol intoxication acute,adverse
"Alcohol intoxication, acute",adverse
Alcohol poisoning,adverse
Drunkenness,adverse
Toxic effect of alcohol,adverse
Toxic effect of ethyl alcohol,adverse
Toxic effect of fusel oil,adverse
Toxic effect of isopropyl alcohol,adverse
Toxic effect of methyl alcohol,adverse
Toxic effect of other specified alcohols,adverse
Toxic effect of unspecified alcohol,adverse
Alcohol problem,adverse
Alcohol problem NOS,adverse
Alcoholic hangover,adverse
Hangover alcoholic,adverse
"Alcoholic liver damage, unspecified",adverse
Alcoholic liver disease,adverse
Alcoholic liver disease NOS,adverse
Hepatopathy alcoholic,adverse
Alcoholic pseudo Cushing's syndrome,adverse
Alcoholic jealousy,adverse
Alcoholic psychoses,adverse
Alcoholic psychosis,adverse
"Alcoholic psychosis, other",adverse
"Alcoholic psychosis, unspecified",adverse
Other alcoholic hallucinosis,adverse
Other alcoholic psychosis,adverse
Other specified alcoholic psychosis,adverse
Psychosis alcoholic,adverse
Unspecified alcoholic psychosis,adverse
Alcohol addiction,adverse
Alcohol dependence syndrome,adverse
Alcoholism,adverse
Alcoholism (excl psychosis),adverse
Dipsomania,adverse
Other and unspecified alcohol dependence,adverse
"Other and unspecified alcohol dependence, in remission",adverse
Chronic alcoholism,adverse
Alcoholic relapse,adverse
Alcohol craving,adverse
Aldolase decreased,adverse
Aldolase increased,adverse
Aldosterone urine decreased,adverse
Aldosterone urine low,adverse
Aldosterone urine high,adverse
Aldosterone urine increased,adverse
Urinary aldosterone increased,adverse
Aleukaemic leukaemia,adverse
Aleukemic leukemia,adverse
Leukemia aleukemic,adverse
Alexia,adverse
Alice in wonderland syndrome,adverse
Alkalemia,adverse
Alkalosis,adverse
Alkalosis NOS,adverse
Alkalaemia,adverse
Alkalosis hypochloraemic,adverse
Alkalosis hypochloremic,adverse
Hypochloraemic alkalosis,adverse
Hypochloremic alkalosis,adverse
Contraction alkalosis,adverse
Alkalosis hypokalaemic,adverse
Alkalosis hypokalemic,adverse
Hypokalaemic alkalosis,adverse
Hypokalemic alkalosis,adverse
Alkaptonuria,adverse
Allergic to birds,adverse
Allergic to cats,adverse
Allergic to dogs,adverse
Allergic to horses,adverse
Allergy to animal,adverse
Allergy to animal dander,adverse
Allergy to animals,adverse
Allergy to feathers,adverse
Allergy to wool,adverse
Allergy to sting,adverse
Allergy to sting NOS,adverse
Allergy to venom,adverse
Allescheriosis,adverse
Allescheriosis (Petriellidosis),adverse
Allescheriasis,adverse
Accelerated hair loss,adverse
Alopecia,adverse
Alopecia reversible,adverse
"Alopecia, unspecified",adverse
Atrichia,adverse
Atrichosis,adverse
Baldness,adverse
